State,Agency type,Agency name,Agency unit,"Race/Ethnicity/Ancestry",Religion,"Sexual_orientation",Disability,Gender,"Gender_identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,Spokane,,1,1,0,0,0,0,1,0,0,1,
,,Stevens,,0,1,0,0,0,0,1,0,0,0,
,,Thurston,,1,0,0,0,0,0,0,1,0,0,
,,Whatcom,,2,2,0,0,0,0,2,2,0,0,
,,Yakima,,2,0,0,0,0,0,0,1,1,0,
,Nonmetropolitan Counties,,,9,0,0,0,0,1,,,,,
,,Clallam,,4,0,0,0,0,1,1,3,0,1,
,,Grays Harbor,,1,0,0,0,0,0,0,1,0,0,
,,Island,,3,0,0,0,0,0,0,3,0,0,
,,Okanogan,,1,0,0,0,0,0,0,1,0,0,
,Tribal Agencies,,,1,0,0,0,0,0,,,,,
,,Swinomish Tribal,,1,0,0,0,0,0,0,0,0,1,
,Other Agencies,,,3,1,0,0,0,0,,,,,
,,Washington State Parks and Recreation Law Enforcement,,3,1,0,0,0,0, ,1,1,2,
West Virginia,Total,,,30,16,4,1,2,1,,,,,
,Cities,,,18,10,3,0,1,1,,,,,
,,Charleston,,3,4,0,0,0,0,0,2,1,4,"46,038"
,,Clarksburg,,0,1,0,0,0,0,0,0,0,1,"15,092"
,,Moorefield,,3,0,0,0,0,0,0,0,1,2,"2,403"
,,Morgantown,,2,0,1,0,0,0,1,1,1,0,"30,775"
,,Parkersburg,,4,4,2,0,1,1,4,2,4,2,"29,096"
,,Princeton,,1,0,0,0,0,0,0,1,0,0,"5,627"
,,Vienna,,0,1,0,0,0,0,0,1,0,0,"10,049"
,,Weirton,,1,0,0,0,0,0,0,1,0,0,"18,111"
,,Wheeling,,4,0,0,0,0,0,1,1,2,0,"26,222"
,Universities and Colleges,,,0,1,0,0,0,0,,,,,
,,Marshall University,,0,1,0,0,0,0,1,0,0,0,"16,452"
,Metropolitan Counties,,,3,2,1,0,1,0,,,,,
,,Berkeley,,0,0,1,0,0,0,0,1,0,0,
,,Brooke,,1,1,0,0,0,0,0,1,1,0,
,,Kanawha,,1,0,0,0,0,0,0,0,1,0,
,,Putnam,,0,1,0,0,0,0,0,1,0,0,
,,Raleigh,,1,0,0,0,0,0,1,0,0,0,
,,Wood,,0,0,0,0,1,0,0,1,0,0,
,Nonmetropolitan Counties,,,6,1,0,1,0,0,,,,,
,,Hardy,,1,0,0,1,0,0,0,1,0,1,
,,Mason,,3,1,0,0,0,0,3,0,1,0,
,,McDowell,,1,0,0,0,0,0,0,0,0,1,
,,Randolph,,1,0,0,0,0,0,0,0,1,0,
,State Police Agencies,,,2,2,0,0,0,0,,,,,
,,State Police:,Beckley,2,1,0,0,0,0,0,0,3,0,
,,,Union,0,1,0,0,0,0,1,0,0,0,
,Other Agencies,,,1,0,0,0,0,0,,,,,
,,Logan County Drug and Violent Crime Task Force,,1,0,0,0,0,0,0,1, , ,
Wisconsin,Total,,,43,10,11,3,3,2,,,,,
,Cities,,,30,7,6,3,1,2,,,,,
,,Appleton,,0,0,0,0,0,1,1,0,0,0,"74,255"
,,Beaver Dam,,0,0,0,1,0,0,1,0,0,0,"16,426"
,,De Pere,,1,0,0,0,0,0,0,1,0,0,"25,090"
,,Eau Claire,,0,0,1,0,0,0,1,0,0,0,"69,086"
,,Elkhart Lake,,1,0,0,0,0,0,0,0,1,0,"1,022"
,,Fond du Lac,,1,0,0,0,0,0,0,0,1,0,"43,295"
,,Fox Crossing,,0,0,2,0,0,0,0,1,1,0,"19,099"
,,Green Bay,,2,0,0,1,0,0,0,3,0,0,"104,649"
,,Janesville,,0,1,0,0,1,0,0,0,2,0,"64,682"
,,Kenosha,,1,0,0,0,0,0,0,1,0,0,"100,005"
,,La Crosse,,1,0,0,0,0,0,0,0,0,1,"51,211"
,,Lodi,,1,0,0,0,0,0,0,0,1,0,"3,096"
,,Madison,,4,0,1,0,0,0,1,3,1,0,"262,736"
,,Marinette,,1,0,0,0,0,0,0,0,1,0,"10,497"
,,Menomonie,,2,1,0,0,0,0,0,2,0,1,"16,582"
,,Mequon,,0,1,0,0,0,0,0,0,1,0,"24,527"
,,Milwaukee,,1,1,0,0,0,0,1,0,1,0,"589,105"
,,Neenah,,1,0,0,0,0,0,0,0,1,0,"26,390"
,,New Holstein,,1,0,0,0,0,0,0,0,1,0,"3,088"
,,Oak Creek,,1,0,1,0,0,0,1,0,1,0,"36,502"
,,Oshkosh,,1,0,1,0,0,0,0,1,0,1,"67,080"
,,Palmyra,,1,0,0,0,0,0,0,1,0,0,"1,753"
,,Pewaukee Village,,0,1,0,0,0,0,1,0,0,0,"8,102"
,,Platteville,,3,0,0,0,0,0,0,2,1,0,"12,184"
,,Plover,,1,0,0,0,0,0,0,0,1,0,"13,201"
,,Rhinelander,,1,0,0,0,0,1,0,2,0,0,"7,629"
,,Stanley,,0,1,0,0,0,0,0,0,0,1,"3,722"
,,Stevens Point,,1,0,0,0,0,0,0,0,1,0,"25,790"
,,Stoughton,,0,0,0,1,0,0,0,1,0,0,"13,164"
,,Waterloo,,0,1,0,0,0,0,0,1,0,0,"3,332"
,,Wausau,,3,0,0,0,0,0,0,1,1,1,"38,492"
,Universities and Colleges,,,0,0,1,0,0,0,,,,,
,,University of Wisconsin:,Eau Claire,0,0,1,0,0,0,0,0,0,1,"12,637"
,Metropolitan Counties,,,5,3,3,0,1,0,,,,,
,,Calumet,,0,0,1,0,0,0,0,0,0,1,
,,Chippewa,,0,0,1,0,0,0,0,0,0,1,
,,Dane,,1,0,1,0,0,0,1,1,0,0,
,,Fond du Lac,,1,0,0,0,0,0,0,0,1,0,
,,Lincoln,,0,2,0,0,1,0,0,2,0,1,
,,Marathon,,1,0,0,0,0,0,0,0,1,0,
,,Rock,,2,0,0,0,0,0,0,0,0,2,
,,Waukesha,,0,1,0,0,0,0,0,0,1,0,
,Nonmetropolitan Counties,,,7,0,1,0,1,0,,,,,
,,Burnett,,2,0,0,0,0,0,0,1,1,0,
,,Dunn,,0,0,0,0,1,0,1,0,0,0,
,,Grant,,1,0,1,0,0,0,1,0,1,0,
,,Menominee,,1,0,0,0,0,0,0,0,1,0,
,,Monroe,,1,0,0,0,0,0,0,0,1,0,
,,Oneida,,1,0,0,0,0,0,1,0,0,0,
,,Taylor,,1,0,0,0,0,0,0,0,1,0,
,Tribal Agencies,,,1,0,0,0,0,0,,,,,
,,Oneida Tribal,,1,0,0,0,0,0,0,0,1,0,
Wyoming,Total,,,11,2,2,0,2,1,,,,,
,Cities,,,9,2,2,0,2,1,,,,,
,,Cheyenne,,1,0,0,0,0,0,0,1,0,0,"64,751"
,,Cody,,0,0,0,0,1,0,0,1,0,0,"9,816"
,,Evanston,,2,0,0,0,1,1,1,0,1,2,"11,563"
,,Gillette,,0,1,0,0,0,0,0,1,0,0,"32,093"
,,Laramie,,3,0,0,0,0,0,1,1,1,0,"32,913"
,,Sheridan,,3,1,2,0,0,0,2,0,2,2,"17,991"
,Nonmetropolitan Counties,,,2,0,0,0,0,0,,,,,
,,Park,,1,0,0,0,0,0,0,0,0,1,
,,Sheridan,,1,0,0,0,0,0,0,0,0,1,
Federal,Federal Agencies,,,128,60,24,0,1,10,,,,,
,,Federal Bureau of Investigation Field Offices:,Albany,1,0,0,0,0,0, ,1, , ,
,,,Albuquerque2,3,2,1,0,0,0, ,2,1,1,
,,,Anchorage,0,1,0,0,0,0,1, , , ,
,,,Atlanta,4,2,1,0,0,0,2,2,1,2,
,,,Baltimore,4,3,0,0,0,0,2,3,2, ,
,,,Birmingham,2,1,0,0,0,0, ,2, ,1,
,,,Boston,2,1,0,0,0,0, ,2, ,1,
,,,Charlotte,0,0,1,0,0,0,1, , , ,
,,,Chicago,1,1,1,0,0,2,2,3, , ,
,,,Cincinnati,0,1,0,0,0,0, , , ,1,
,,,Cleveland,2,1,0,0,0,0, ,1,1,1,
,,,Columbia,1,0,0,0,0,0, , ,1, ,
,,,Denver,3,0,1,0,0,0,1,2,1, ,
,,,Detroit,5,0,1,0,0,0, ,2,3,1,
,,,El Paso2,8,2,1,0,0,0,3,5,2, ,
,,,Honolulu,0,0,1,0,0,0, ,1, , ,
,,,Indianapolis2,3,2,0,0,0,0, ,2,2, ,
,,,Jackson,1,2,2,0,0,0,1,2, ,2,
,,,Jacksonville,1,1,0,0,0,0,1, ,1, ,
,,,Kansas City,6,1,0,0,0,0, ,5,2, ,
,,,Knoxville,1,0,1,0,0,0,1, ,1, ,
,,,Las Vegas,2,2,1,0,0,0,2, ,2,1,
,,,Little Rock,3,1,0,0,0,1, ,4, ,1,
,,,Los Angeles2,11,6,1,0,0,1,1,7,3,6,
,,,Louisville,1,1,0,0,0,0, ,1, ,1,
,,,Memphis,1,0,1,0,0,0, , ,2, ,
,,,Miami,1,1,0,0,0,0,1, ,1, ,
,,,Milwaukee2,2,1,0,0,0,0, ,1,1, ,
,,,Minneapolis,11,2,1,0,0,0,1,9,4, ,
,,,Mobile,1,0,0,0,0,0, ,1, , ,
,,,Newark,2,1,0,0,0,0, ,2,1, ,
,,,New Haven,2,1,0,0,1,0, ,3,1, ,
,,,New Orleans,1,0,2,0,0,0,1,1, ,1,
,,,New York2,3,7,0,0,0,0,6, ,2,1,
,,,Norfolk,0,2,0,0,0,0,1,1, , ,
,,,Omaha,4,2,0,0,0,0, ,3,2,1,
,,,Philadelphia,1,1,0,0,0,1, ,1,2, ,
,,,Phoenix,1,1,0,0,0,0,2, , , ,
,,,Pittsburgh,0,0,1,0,0,0, , ,1, ,
,,,Portland,5,0,0,0,0,0, ,2,3, ,
,,,Richmond,3,0,0,0,0,0, ,2,1, ,
,,,Sacramento2,3,1,0,0,0,0,1,2,0,0,
,,,Salt Lake City,1,0,1,0,0,0,2, , , ,
,,,San Antonio,1,0,0,0,0,0, ,1, , ,
,,,San Diego,0,0,1,0,0,1, , ,2, ,
,,,San Francisco2,4,1,1,0,0,0, ,3,2, ,
,,,San Juan,0,0,0,0,0,3,1,1, ,1,
,,,Seattle,5,1,2,0,0,0,1,3,3,1,
,,,St. Louis,2,2,0,0,0,1,1,2,2, ,
,,,Tampa,4,4,0,0,0,0, ,4,4, ,
,,,Washington,2,0,1,0,0,0, ,1,1,1,
,,Pentagon Force Protection Agency,,2,1,0,0,0,0,0,1,1,1,
,,United States Marine Corps Law Enforcement,,1,0,0,0,0,0,1,0,0,0,
"1 Population figures are published only for the cities. The figures listed for the universities and colleges are student enrollment and were provided by the United States Department of Education for the 2019 school year, the most recent available. The enrollment figures include full-time and part-time students.",,,,,,,,,,,,,,
2 The figures shown include one or more incidents reported with more than one bias motivation.,,,, ,,,,,,,,,,
3 Student enrollment figures were not available.,,,,,,,,,,,,,,
